2024-04-28 19:28:36 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:30:24 | INFO | request | request.py | get: https://www.temu.com/uk/bgn_verification.html?VerifyAuthToken=TzRefR9S1kq01SxA_l0tbA9b85dabf83c8caf54&from=https%3A%2F%2Fwww.temu.com%2F&type=iframe&iframeMsgId=bzhdz94ww0k37kzl11nr0
2024-04-28 19:30:26 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:30:28 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:30:30 | INFO | request | request.py | post: https://www.temu.com/api/phantom/vc_pre_ck
2024-04-28 19:30:32 | INFO | verify_captcha | verify_captcha.py | 开始获取验证吗
2024-04-28 19:30:32 | INFO | request | request.py | post: https://www.temu.com/api/phantom/obtain_captcha
2024-04-28 19:30:34 | INFO | verify_captcha | verify_captcha.py | 验证吗获取完成
2024-04-28 19:30:34 | INFO | verify_captcha | verify_captcha.py | 点选验证码开始识别
2024-04-28 19:30:39 | INFO | verify_captcha | verify_captcha.py | 轨迹构造完成,开始提交
2024-04-28 19:30:39 | INFO | request | request.py | post: https://www.temu.com/api/phantom/user_verify
2024-04-28 19:30:41 | INFO | verify_captcha | verify_captcha.py | 验证识别通过
2024-04-28 19:30:41 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:30:49 | INFO | temu | temu.py | 选择一部分商品进行gif提交
2024-04-28 19:30:49 | INFO | temu | temu.py | 校验商品接口
2024-04-28 19:33:06 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-ep1orbwz-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:33:06 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:33:12 | INFO | request | request.py | get: https://www.temu.com/api/server/_stm
2024-04-28 19:33:15 | INFO | request | request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-04-28 19:33:15 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-04-28 19:33:15 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-04-28 19:33:15 | INFO | request | request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-04-28 19:33:15 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/l1
2024-04-28 19:33:18 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:18 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:18 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:18 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:23 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:23 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:23 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:23 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:27 | INFO | temu | temu.py | 开始验证
2024-04-28 19:33:27 | INFO | request | request.py | get: https://www.temu.com/api/adx/cm/ttc?scene=1&type=0
2024-04-28 19:33:30 | INFO | request | request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-04-28 19:33:35 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:33:39 | INFO | temu | temu.py | 接口出现验证码,开始验证 token:4olxTsTgtbVXxZskG-sq7wf95c9598cdbf5a5ea
2024-04-28 19:33:39 | INFO | verify_captcha | verify_captcha.py | 验证码识别开始
2024-04-28 19:33:39 | INFO | request | request.py | get: https://www.temu.com/uk/bgn_verification.html?VerifyAuthToken=4olxTsTgtbVXxZskG-sq7wf95c9598cdbf5a5ea&from=https%3A%2F%2Fwww.temu.com%2F&type=iframe&iframeMsgId=1a9q3ftxrj0jiinodt3g7
2024-04-28 19:33:42 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:46 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:33:50 | INFO | request | request.py | post: https://www.temu.com/api/phantom/vc_pre_ck
2024-04-28 19:33:53 | INFO | verify_captcha | verify_captcha.py | 开始获取验证吗
2024-04-28 19:33:53 | INFO | request | request.py | post: https://www.temu.com/api/phantom/obtain_captcha
2024-04-28 19:33:57 | INFO | verify_captcha | verify_captcha.py | 验证吗获取完成
2024-04-28 19:33:57 | INFO | verify_captcha | verify_captcha.py | 点选验证码开始识别
2024-04-28 19:33:57 | INFO | verify_captcha | verify_captcha.py | 识别完成
2024-04-28 19:33:58 | INFO | verify_captcha | verify_captcha.py | 轨迹构造完成,开始提交
2024-04-28 19:33:58 | INFO | request | request.py | post: https://www.temu.com/api/phantom/user_verify
2024-04-28 19:34:04 | INFO | verify_captcha | verify_captcha.py | 验证识别通过
2024-04-28 19:34:04 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:34:14 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-tnhnoae5-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:34:22 | INFO | temu | temu.py | 选择一部分商品进行gif提交
2024-04-28 19:34:22 | INFO | temu | temu.py | 校验商品接口
2024-04-28 19:36:32 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-14vxatxk-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:36:32 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:36:39 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-i6epdag6-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:36:39 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:36:48 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-br2nje99-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:36:48 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:37:16 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-s366m5fh-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:37:16 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:37:25 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-58u9prn5-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:37:25 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:37:32 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-k0ju4v2w-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:37:32 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:37:59 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-t260byd9-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:37:59 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:38:04 | INFO | request | request.py | get: https://www.temu.com/api/server/_stm
2024-04-28 19:38:06 | INFO | request | request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-04-28 19:38:06 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-04-28 19:38:06 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-04-28 19:38:06 | INFO | request | request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-04-28 19:38:06 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/l1
2024-04-28 19:38:09 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:09 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:09 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:09 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:12 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:12 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:12 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:12 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:16 | INFO | temu | temu.py | 开始验证
2024-04-28 19:38:16 | INFO | request | request.py | get: https://www.temu.com/api/adx/cm/ttc?scene=1&type=0
2024-04-28 19:38:18 | INFO | request | request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-04-28 19:38:22 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:38:25 | INFO | temu | temu.py | 选择一部分商品进行gif提交
2024-04-28 19:38:25 | INFO | temu | temu.py | 校验商品接口
2024-04-28 19:38:32 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-ibf3kp74-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:38:32 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:38:38 | INFO | request | request.py | get: https://www.temu.com/api/server/_stm
2024-04-28 19:38:41 | INFO | request | request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-04-28 19:38:41 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-04-28 19:38:41 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-04-28 19:38:41 | INFO | request | request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-04-28 19:38:41 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/l1
2024-04-28 19:38:44 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:44 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:44 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:44 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:49 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:49 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:49 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:49 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:38:54 | INFO | temu | temu.py | 开始验证
2024-04-28 19:38:54 | INFO | request | request.py | get: https://www.temu.com/api/adx/cm/ttc?scene=1&type=0
2024-04-28 19:38:57 | INFO | request | request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-04-28 19:39:02 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:39:05 | INFO | temu | temu.py | 接口出现验证码,开始验证 token:fIa1BsYelt6UzyiJ9bkxEg8ad8cb1afe52e83ea
2024-04-28 19:39:05 | INFO | verify_captcha | verify_captcha.py | 验证码识别开始
2024-04-28 19:39:05 | INFO | request | request.py | get: https://www.temu.com/uk/bgn_verification.html?VerifyAuthToken=fIa1BsYelt6UzyiJ9bkxEg8ad8cb1afe52e83ea&from=https%3A%2F%2Fwww.temu.com%2F&type=iframe&iframeMsgId=9bepc190hw15pur0pde7h
2024-04-28 19:39:08 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:39:08 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:39:14 | INFO | request | request.py | post: https://www.temu.com/api/phantom/vc_pre_ck
2024-04-28 19:39:16 | INFO | verify_captcha | verify_captcha.py | 开始获取验证吗
2024-04-28 19:39:16 | INFO | request | request.py | post: https://www.temu.com/api/phantom/obtain_captcha
2024-04-28 19:39:21 | INFO | verify_captcha | verify_captcha.py | 验证吗获取完成
2024-04-28 19:39:21 | INFO | verify_captcha | verify_captcha.py | 点选验证码开始识别
2024-04-28 19:39:23 | INFO | verify_captcha | verify_captcha.py | 识别完成
2024-04-28 19:39:23 | INFO | verify_captcha | verify_captcha.py | 轨迹构造完成,开始提交
2024-04-28 19:39:23 | INFO | request | request.py | post: https://www.temu.com/api/phantom/user_verify
2024-04-28 19:39:26 | ERROR | verify_captcha | verify_captcha.py | 识别坐标错误,再次识别,剩余9
2024-04-28 19:39:26 | INFO | verify_captcha | verify_captcha.py | 开始获取验证吗
2024-04-28 19:39:26 | INFO | request | request.py | post: https://www.temu.com/api/phantom/obtain_captcha
2024-04-28 19:39:31 | INFO | verify_captcha | verify_captcha.py | 验证吗获取完成
2024-04-28 19:39:31 | INFO | verify_captcha | verify_captcha.py | 点选验证码开始识别
2024-04-28 19:39:31 | ERROR | verify_captcha | verify_captcha.py | 验证吗识别报错,Expecting value: line 1 column 1 (char 0),重新去获取验证吗
2024-04-28 19:39:31 | INFO | verify_captcha | verify_captcha.py | 开始获取验证吗
2024-04-28 19:39:31 | INFO | request | request.py | post: https://www.temu.com/api/phantom/obtain_captcha
2024-04-28 19:39:35 | INFO | verify_captcha | verify_captcha.py | 验证吗获取完成
2024-04-28 19:39:35 | INFO | verify_captcha | verify_captcha.py | 点选验证码开始识别
2024-04-28 19:39:35 | INFO | verify_captcha | verify_captcha.py | 识别完成
2024-04-28 19:39:36 | INFO | verify_captcha | verify_captcha.py | 轨迹构造完成,开始提交
2024-04-28 19:39:36 | INFO | request | request.py | post: https://www.temu.com/api/phantom/user_verify
2024-04-28 19:39:40 | INFO | verify_captcha | verify_captcha.py | 验证识别通过
2024-04-28 19:39:40 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:39:49 | INFO | temu | temu.py | 选择一部分商品进行gif提交
2024-04-28 19:39:49 | INFO | temu | temu.py | 校验商品接口
2024-04-28 19:39:54 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-1sq4oe5y-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:39:54 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:40:00 | INFO | request | request.py | get: https://www.temu.com/api/server/_stm
2024-04-28 19:40:02 | INFO | request | request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-04-28 19:40:02 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-04-28 19:40:02 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-04-28 19:40:02 | INFO | request | request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-04-28 19:40:02 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/l1
2024-04-28 19:40:07 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:07 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:07 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:07 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:11 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:11 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:11 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:11 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:40:17 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-lzsdb3fx-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:40:17 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:40:44 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-zj3zo8me-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:40:44 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:40:52 | INFO | request | request.py | get: https://www.temu.com/api/server/_stm
2024-04-28 19:40:56 | INFO | request | request.py | get: https://www.temu.com/api/phantom/dm/wl/cg
2024-04-28 19:40:56 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/a3
2024-04-28 19:40:56 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/b
2024-04-28 19:40:56 | INFO | request | request.py | post: https://www.temu.com/api/phantom/xg/pfb/a4
2024-04-28 19:40:56 | INFO | request | request.py | get: https://www.temu.com/api/phantom/xg/pfb/l1
2024-04-28 19:41:00 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:00 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:00 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:00 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:05 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:05 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:05 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:05 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:11 | INFO | temu | temu.py | 开始验证
2024-04-28 19:41:11 | INFO | request | request.py | get: https://www.temu.com/api/adx/cm/ttc?scene=1&type=0
2024-04-28 19:41:14 | INFO | request | request.py | get: https://www.temu.com/api/alexa/homepage/goods_list
2024-04-28 19:41:19 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:41:23 | INFO | temu | temu.py | 接口出现验证码,开始验证 token:zp9JDye8RZchS9rrxc7xkA8b2b76d44a978dde3
2024-04-28 19:41:23 | INFO | verify_captcha | verify_captcha.py | 验证码识别开始
2024-04-28 19:41:23 | INFO | request | request.py | get: https://www.temu.com/uk/bgn_verification.html?VerifyAuthToken=zp9JDye8RZchS9rrxc7xkA8b2b76d44a978dde3&from=https%3A%2F%2Fwww.temu.com%2F&type=iframe&iframeMsgId=yyollvxxqbw5h41p58zht
2024-04-28 19:41:28 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:28 | INFO | request | request.py | post: https://eu.thtk.temu.com/c/th.gif
2024-04-28 19:41:32 | INFO | request | request.py | post: https://www.temu.com/api/phantom/vc_pre_ck
2024-04-28 19:41:36 | INFO | verify_captcha | verify_captcha.py | 开始获取验证吗
2024-04-28 19:41:36 | INFO | request | request.py | post: https://www.temu.com/api/phantom/obtain_captcha
2024-04-28 19:41:41 | INFO | verify_captcha | verify_captcha.py | 验证吗获取完成
2024-04-28 19:41:41 | INFO | verify_captcha | verify_captcha.py | 点选验证码开始识别
2024-04-28 19:41:45 | INFO | verify_captcha | verify_captcha.py | 识别完成
2024-04-28 19:41:46 | INFO | verify_captcha | verify_captcha.py | 轨迹构造完成,开始提交
2024-04-28 19:41:46 | INFO | request | request.py | post: https://www.temu.com/api/phantom/user_verify
2024-04-28 19:41:49 | INFO | verify_captcha | verify_captcha.py | 验证识别通过
2024-04-28 19:41:49 | INFO | request | request.py | post: https://www.temu.com/api/poppy/v1/opt_list?scene=opt_list_all
2024-04-28 19:41:56 | INFO | temu | temu.py | 选择一部分商品进行gif提交
2024-04-28 19:41:56 | INFO | temu | temu.py | 校验商品接口
2024-04-28 19:42:05 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-s9czzj8f-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:42:05 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:42:14 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-tj4vm7ur-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:42:14 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:42:28 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-q5nnkz0q-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:42:28 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:42:38 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: net/http: request canceled (Client.Timeout or context cancellation while reading body)"}
2024-04-28 19:42:38 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-z8dvuxsk-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:09 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-qb88jdjm-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:09 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:43:09 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:09 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-8pdwpl7d-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:09 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:09 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-7asvagzt-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:10 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:10 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-q32621u2-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:13 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-9r5duiqk-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:13 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:43:14 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:14 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-m5vacynw-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:14 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:14 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-3dnxitx2-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:15 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:15 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-wg7t4mp8-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:15 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:15 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-x1xajbkz-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:16 | INFO | request | request.py | get: https://www.temu.com/
2024-04-28 19:43:17 | ERROR | request | request.py | get error: [Errno requests_go error:] {"err": "request->response, err := GetSession(requestParams.Id).Request(requestParams.Method, requestParams.Url, req) failed: Get "https://www.temu.com/": unsupported Curve in KeyShareExtension: CurveID(0).To mimic it, fill the Data(key) field manually"}
2024-04-28 19:43:17 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-n161u6fs-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:25 | INFO | proxy | proxy.py | Proxy is http://user-databurning-sessid-pf3w5m27-sesstime-20-keep-true:databurning@43.128.74.58:30111
2024-04-28 19:43:25 | INFO | request | request.py | get: https://www.temu.com/
